user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments,screen_time_hours,user_id,age,gender,technology_usage_hours,social_media_usage_hours,gaming_hours,mental_health_status,stress_level,sleep_hours,physical_activity_hours,support_systems_access,work_environment_impact,online_support_usage,heavy_user,total_usage,stress_level_num,digital_wellbeing_index,work_environment_num
1038,2024-02-20 03:03:25.268422807,Instagram,Social,119.85,0,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-05694,34,Female,10.47,0.94,3.84,Good,Low,7.35,5.57,No,Positive,No,0,248600.99484276728,1,3.205,1
1083,2024-03-18 04:38:58.379459820,Google Maps,Utilities,62.96,1,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-07586,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Negative,Yes,0,248598.19484276726,2,-0.68,-1
1068,2024-03-06 14:27:38.952984328,Evernote,Productivity,61.86,2,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248578.26484276727,2,0.7066666666666667,1
1031,2024-01-21 13:01:13.224408136,Google Maps,Utilities,126.7,5,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.1,USER-01597,21,Male,7.93,5.42,4.0,Fair,Low,4.79,4.07,Yes,Neutral,No,1,248592.9848427673,1,-0.31499999999999995,0
1062,2024-03-24 11:23:44.874958320,WhatsApp,Social,66.35,1,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-01227,43,Female,4.87,2.63,1.73,Excellent,Medium,7.01,5.35,No,Positive,No,0,248579.0148427673,2,1.46,1
1004,2024-03-07 02:50:27.409136379,Spotify,Entertainment,155.53,2,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.6,USER-05648,24,Other,4.44,4.86,1.63,Poor,Low,6.67,2.97,No,Neutral,No,1,248593.67484276727,1,0.9049999999999998,0
1049,2024-03-08 21:48:26.168722908,YouTube,Entertainment,204.18,1,5,False,461944.0,40705.0,8086.0,3.4,USER-05382,40,Other,5.87,1.59,2.37,Good,High,8.44,8.37,No,Positive,No,1,512065.22,3,1.7125,1
1093,2024-01-14 03:19:44.794931644,WhatsApp,Social,95.03,3,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-04937,48,Male,4.96,2.69,1.34,Fair,High,8.46,0.55,Yes,Negative,Yes,0,248637.6048427673,3,1.4425000000000003,-1
1004,2024-03-03 12:54:29.889963321,Microsoft Teams,Productivity,82.08,2,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-04755,62,Other,1.2,1.67,1.57,Excellent,High,7.29,9.64,Yes,Positive,No,0,248553.82484276727,3,1.405,1
1096,2024-01-11 14:09:24.188062687,Evernote,Productivity,71.26,7,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00411,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Positive,Yes,0,248631.6648427673,1,-1.0299999999999998,1
1021,2024-01-25 17:31:04.221407135,Camera,Utilities,112.81,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-02511,47,Female,2.65,2.22,0.68,Good,Low,4.94,0.85,Yes,Negative,Yes,0,248574.02484276728,1,1.36,-1
1010,2024-01-29 09:38:06.762254085,Google Maps,Utilities,78.92,1,1,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-06177,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,Negative,No,0,248543.0348427673,3,-0.405,-1
1013,2024-02-25 15:35:49.916638880,Facebook,Social,74.63,2,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00411,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Positive,Yes,0,248545.0348427673,1,-1.0299999999999998,1
1052,2024-01-17 09:15:03.901300433,Twitch,Entertainment,72.76,3,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-04482,19,Male,1.65,7.62,3.6,Excellent,High,7.31,4.49,No,Neutral,Yes,0,248555.6048427673,3,-0.07750000000000012,0
1042,2024-03-15 11:06:27.729243081,WhatsApp,Social,114.58,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-07322,42,Male,3.18,5.37,2.17,Good,Medium,5.87,2.96,No,Neutral,Yes,0,248602.00484276726,2,0.16666666666666666,0
1017,2024-01-02 08:02:33.651217072,Chrome,Utilities,110.96,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-00953,57,Other,3.84,1.28,1.78,Good,High,5.39,4.45,Yes,Neutral,No,0,248583.47484276726,3,1.0274999999999999,0
1079,2024-03-04 03:28:23.367789263,Notion,Productivity,112.84,1,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-06752,46,Male,8.16,1.06,1.57,Fair,High,4.11,8.77,No,Neutral,Yes,0,248645.38484276726,3,0.7625000000000001,0
1098,2024-03-20 20:00:24.008002668,WhatsApp,Social,131.16,0,9,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.2,USER-09799,26,Male,10.46,0.49,3.01,Excellent,High,5.54,6.5,No,Negative,Yes,1,248669.33484276728,3,1.2625,-1
1031,2024-02-22 09:40:30.810270090,Netflix,Entertainment,73.5,4,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00077,47,Female,11.46,4.81,4.68,Fair,Medium,6.43,7.89,No,Neutral,Yes,0,248572.9448427673,2,0.54,0
1077,2024-02-17 06:36:07.922640880,Twitter,Social,74.06,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00411,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Positive,Yes,0,248606.46484276728,1,-1.0299999999999998,1
1025,2024-01-11 22:53:44.274758252,TikTok,Entertainment,82.22,2,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-04819,31,Female,6.95,1.0,3.28,Fair,Low,6.85,4.66,Yes,Neutral,No,0,248545.33484276728,1,2.925,0
1052,2024-02-29 04:48:05.761920640,Twitter,Social,60.29,1,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-02295,22,Male,8.31,0.93,1.51,Fair,Low,4.66,4.93,No,Negative,No,0,248538.6048427673,1,1.865,-1
1080,2024-01-17 03:25:30.510170056,YouTube,Entertainment,138.13,3,5,False,413646.0,7908.0,1517.0,2.3,USER-07950,58,Other,11.83,6.58,3.41,Poor,Medium,6.37,7.74,No,Positive,Yes,1,424394.36,2,-0.06999999999999999,1
1042,2024-02-05 15:41:06.822274091,Notion,Productivity,94.33,2,9,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-08234,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Negative,Yes,0,248580.91484276726,2,0.75,-1
1070,2024-03-16 10:24:41.293764588,Twitter,Social,65.92,1,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-04204,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,Positive,No,0,248587.3348427673,3,0.8775000000000001,1
1052,2024-03-12 13:55:28.709569857,Slack,Productivity,81.21,4,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-09090,53,Male,10.57,7.28,3.45,Fair,Low,5.65,9.81,No,Neutral,No,0,248608.34484276728,1,-0.815,0
1024,2024-01-22 10:52:03.441147049,Chrome,Utilities,114.29,4,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-02647,25,Other,4.5,2.76,1.43,Fair,Low,4.5,5.83,Yes,Positive,Yes,0,248567.18484276728,1,0.8700000000000001,1
1037,2024-03-21 06:55:49.116372124,Google Docs,Productivity,117.68,1,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-07339,48,Other,1.12,6.56,4.44,Good,Low,6.62,1.45,No,Negative,Yes,0,248607.84484276728,1,0.03000000000000025,-1
1044,2024-01-10 03:55:45.515171723,YouTube,Entertainment,73.77,4,4,False,86256.0,1675.0,1042.0,1.2,USER-06791,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Positive,Yes,0,90148.0,2,0.8333333333333334,1
1027,2024-01-06 16:54:34.691563854,Netflix,Entertainment,140.76,4,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.3,USER-01391,24,Male,9.2,4.53,2.78,Good,Medium,7.66,1.43,No,Negative,Yes,1,248607.6348427673,2,1.0433333333333332,-1
1057,2024-01-26 05:53:52.677559186,Evernote,Productivity,89.75,2,3,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-08418,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,Negative,No,0,248599.43484276728,2,0.8833333333333332,-1
1038,2024-03-23 06:59:39.593197733,Chrome,Utilities,115.36,2,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-07322,42,Male,3.18,5.37,2.17,Good,Medium,5.87,2.96,No,Neutral,Yes,0,248596.78484276726,2,0.16666666666666666,0
1081,2024-02-19 21:57:33.551183728,Chrome,Utilities,166.24,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.8,USER-05100,34,Female,9.53,3.86,1.88,Fair,High,4.85,8.67,Yes,Positive,Yes,1,248697.80484276728,3,0.24749999999999994,1
1001,2024-03-16 03:07:44.554851617,Facebook,Social,164.81,2,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.7,USER-07489,43,Female,8.06,0.51,2.37,Excellent,High,7.57,8.49,Yes,Positive,Yes,1,248624.48484276727,3,1.7650000000000001,1
1014,2024-01-10 11:12:42.254084694,Instagram,Social,134.82,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.2,USER-08059,23,Male,8.61,5.01,3.38,Excellent,High,6.48,6.97,Yes,Negative,No,1,248587.4448427673,3,0.36750000000000016,-1
1034,2024-03-07 21:02:49.256418806,Netflix,Entertainment,73.84,4,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-01408,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,Negative,No,0,248580.62484276728,2,0.04666666666666656,-1
1079,2024-03-15 06:00:36.012004002,Evernote,Productivity,88.73,1,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-06554,26,Female,9.35,0.33,2.64,Good,High,4.43,5.36,No,Positive,No,0,248598.3148427673,3,1.025,1
1013,2024-02-25 15:35:49.916638880,Facebook,Social,74.63,2,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07937,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Negative,Yes,0,248559.84484276728,1,1.0550000000000002,-1
1023,2024-03-12 07:22:13.644548183,Spotify,Entertainment,73.22,1,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00050,38,Female,3.06,0.82,2.76,Excellent,Low,4.41,8.6,No,Neutral,Yes,0,248540.0448427673,1,1.7950000000000002,0
1077,2024-03-25 16:31:31.830610204,WhatsApp,Social,106.12,3,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-07893,41,Male,1.68,6.02,0.39,Fair,High,5.08,6.39,Yes,Positive,No,0,248629.45484276727,3,-0.23499999999999988,1
1076,2024-01-25 12:25:12.504168056,Facebook,Social,59.22,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248584.62484276728,2,0.7066666666666667,1
1056,2024-02-16 16:45:56.118706235,Snapchat,Social,78.62,3,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-00285,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Negative,Yes,0,248579.0048427673,1,1.4450000000000003,-1
1063,2024-02-20 05:14:30.290096699,YouTube,Entertainment,67.04,1,5,False,56640.0,1983.0,856.0,1.1,USER-06980,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,Negative,No,0,60691.15,1,2.8299999999999996,-1
1021,2024-02-03 01:03:22.867622541,Weather,Utilities,120.06,3,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-09476,40,Other,6.71,7.53,1.65,Excellent,Medium,7.31,3.2,Yes,Negative,Yes,1,248591.43484276728,2,-0.07333333333333354,-1
1085,2024-01-16 16:30:05.401800600,Instagram,Social,173.86,0,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.9,USER-07031,33,Other,9.42,4.28,4.67,Excellent,Low,7.49,4.28,Yes,Negative,No,1,248708.87484276725,1,1.605,-1
1006,2024-01-27 01:33:37.872624208,Chrome,Utilities,99.29,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.7,USER-09778,32,Female,3.43,5.88,4.84,Fair,Low,6.42,9.1,No,Neutral,Yes,0,248550.6348427673,1,0.27,0
1022,2024-02-03 09:47:42.954318106,Chrome,Utilities,71.41,4,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07937,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Negative,Yes,0,248567.62484276728,1,1.0550000000000002,-1
1003,2024-02-01 12:38:39.173057686,Camera,Utilities,75.26,0,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-00285,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Negative,Yes,0,248516.6448427673,1,1.4450000000000003,-1
1049,2024-03-15 05:16:54.338112704,Gmail,Utilities,83.9,3,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-00922,32,Other,8.28,2.09,4.14,Fair,High,5.61,5.08,No,Neutral,Yes,0,248572.4748427673,3,0.8800000000000001,0
1063,2024-03-08 23:59:31.190396799,Slack,Productivity,86.81,2,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-04755,62,Other,1.2,1.67,1.57,Excellent,High,7.29,9.64,Yes,Positive,No,0,248617.55484276728,3,1.405,1
1068,2024-03-06 14:27:38.952984328,Evernote,Productivity,61.86,2,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-07586,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Negative,Yes,0,248582.09484276726,2,-0.68,-1
1040,2024-03-06 07:54:23.887962654,Slack,Productivity,87.33,1,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-00700,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,Negative,No,0,248598.45484276727,2,1.33,-1
1038,2024-03-31 23:16:18.326108703,WhatsApp,Social,149.72,3,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.5,USER-04581,45,Other,1.81,5.54,3.52,Fair,Medium,6.59,3.66,No,Negative,No,1,248641.3148427673,2,0.3499999999999999,-1
1075,2024-02-07 04:49:32.190730243,Gmail,Utilities,59.43,5,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-07586,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Negative,Yes,0,248590.66484276726,2,-0.68,-1
1031,2024-01-31 13:20:25.608536179,Facebook,Social,132.83,6,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.2,USER-08708,18,Male,3.26,5.59,4.21,Poor,Low,5.21,1.08,No,Negative,No,1,248592.35484276726,1,-0.18999999999999995,-1
1020,2024-01-28 11:47:16.545515172,Spotify,Entertainment,63.53,2,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-08362,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Neutral,Yes,0,248534.57484276727,2,1.4300000000000004,0
1031,2024-01-31 23:32:09.043014338,Weather,Utilities,81.48,4,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-00185,65,Other,7.58,7.92,1.62,Fair,Low,5.2,7.24,No,Neutral,No,0,248592.4148427673,1,-1.3599999999999999,0
1030,2024-03-09 05:05:22.907635879,Chrome,Utilities,73.61,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00077,47,Female,11.46,4.81,4.68,Fair,Medium,6.43,7.89,No,Neutral,Yes,0,248571.05484276728,2,0.54,0
1069,2024-03-08 22:32:07.842614205,Google Docs,Productivity,105.9,0,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-00156,63,Female,2.47,3.28,2.87,Good,High,4.08,0.84,Yes,Neutral,Yes,0,248635.21484276728,3,0.20000000000000007,0
1070,2024-03-29 11:33:21.067022341,Twitter,Social,94.19,0,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-00605,26,Female,7.75,5.6,0.1,Fair,Medium,8.16,6.43,No,Negative,No,0,248597.80484276728,2,0.8533333333333335,-1
1097,2024-01-06 09:37:37.952650883,Snapchat,Social,60.32,0,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-03956,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,Positive,No,0,248604.7248427673,2,0.7066666666666667,1
1054,2024-03-20 23:38:52.377459153,Google Maps,Utilities,79.6,2,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-03143,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,Negative,No,0,248561.0148427673,3,1.2475,-1
1062,2024-03-08 21:04:44.494831611,Twitter,Social,67.76,0,7,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-07399,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,Neutral,No,0,248587.99484276728,1,0.6349999999999998,0
1013,2024-01-10 13:23:47.275758586,Evernote,Productivity,117.82,2,8,True,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-07339,48,Other,1.12,6.56,4.44,Good,Low,6.62,1.45,No,Negative,Yes,0,248586.9848427673,1,0.03000000000000025,-1
1049,2024-03-08 21:48:26.168722908,YouTube,Entertainment,204.18,1,5,False,461944.0,40705.0,8086.0,3.4,USER-00803,19,Female,11.4,2.65,4.85,Excellent,Medium,4.56,3.31,No,Positive,No,1,512044.35,2,0.6366666666666666,1
1077,2024-02-17 06:36:07.922640880,Twitter,Social,74.06,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,248592.96484276728,3,-0.5025000000000002,1
1055,2024-03-09 12:22:19.646548850,Gmail,Utilities,60.11,5,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.0,USER-07586,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Negative,Yes,0,248571.34484276726,2,-0.68,-1
1079,2024-03-15 06:00:36.012004002,Evernote,Productivity,88.73,1,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-08418,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,Negative,No,0,248620.4148427673,2,0.8833333333333332,-1
1088,2024-01-08 11:08:51.777259086,Snapchat,Social,65.85,1,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-01227,43,Female,4.87,2.63,1.73,Excellent,Medium,7.01,5.35,No,Positive,No,0,248604.5148427673,2,1.46,1
1000,2024-02-04 22:56:08.322774258,Twitch,Entertainment,71.18,1,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248497.45484276727,1,1.39,0
1093,2024-03-06 21:00:54.018006002,Slack,Productivity,115.19,3,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-09896,18,Male,3.24,2.28,0.34,Good,Low,5.54,7.9,No,Neutral,No,0,248632.36484276727,1,1.6300000000000001,0
1026,2024-03-29 18:06:36.132044015,YouTube,Entertainment,140.01,3,10,False,97356.0,7618.0,220.0,2.3,USER-03486,45,Other,10.15,3.13,1.71,Good,High,7.83,8.87,Yes,Positive,No,1,106453.0,3,1.175,1
1010,2024-01-26 22:38:51.177059019,Spotify,Entertainment,120.05,0,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.0,USER-04223,22,Female,9.81,4.95,2.31,Good,High,8.31,4.99,Yes,Negative,No,1,248563.39484276727,3,0.8400000000000001,-1
1045,2024-02-05 22:14:21.887295765,WhatsApp,Social,72.59,0,8,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-00050,38,Female,3.06,0.82,2.76,Excellent,Low,4.41,8.6,No,Neutral,Yes,0,248560.4148427673,1,1.7950000000000002,0
1085,2024-02-23 08:15:02.700900300,Twitch,Entertainment,71.17,2,10,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248591.4448427673,1,1.39,0
1028,2024-03-06 20:17:12.344114705,YouTube,Entertainment,73.79,2,6,False,351808.0,32372.0,1560.0,1.2,USER-02782,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,Positive,No,0,386911.72,3,-0.5025000000000002,1
1086,2024-01-11 11:58:19.166388796,Gmail,Utilities,108.1,1,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-04270,32,Other,1.8,2.42,3.03,Fair,Low,5.12,9.17,Yes,Neutral,No,0,248631.4148427673,1,1.35,0
1067,2024-01-07 05:17:23.147715905,WhatsApp,Social,115.62,0,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-08600,40,Female,11.8,4.62,2.01,Excellent,Medium,5.49,1.63,No,Positive,No,0,248631.04484276727,2,0.29000000000000004,1
1067,2024-02-08 12:08:24.168056019,Chrome,Utilities,76.56,3,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-03143,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,Negative,No,0,248571.9748427673,3,1.2475,-1
1016,2024-03-18 11:12:13.444481494,TikTok,Entertainment,79.68,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.3,USER-07997,19,Other,4.55,1.6,0.77,Good,High,6.82,5.39,Yes,Negative,No,0,248515.08484276728,3,1.3050000000000002,-1
1011,2024-03-30 20:19:36.392130710,Google Docs,Productivity,87.42,3,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-08418,48,Female,2.88,5.71,2.52,Fair,Medium,8.36,2.74,No,Negative,No,0,248553.1048427673,2,0.8833333333333332,-1
1054,2024-03-05 10:47:15.345115039,WhatsApp,Social,165.37,2,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,2.8,USER-07441,26,Male,10.65,7.76,0.35,Fair,High,6.56,6.27,Yes,Neutral,No,1,248662.73484276727,3,-0.30000000000000004,0
1017,2024-01-29 20:33:31.870623541,Spotify,Entertainment,72.64,4,9,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07365,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,Neutral,No,0,248526.3048427673,2,-0.10666666666666647,0
1040,2024-03-06 07:54:23.887962654,Slack,Productivity,87.33,1,5,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-06554,26,Female,9.35,0.33,2.64,Good,High,4.43,5.36,No,Positive,No,0,248558.91484276726,3,1.025,1
1034,2024-01-20 07:53:26.268756252,Spotify,Entertainment,71.58,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-04482,19,Male,1.65,7.62,3.6,Excellent,High,7.31,4.49,No,Neutral,Yes,0,248530.42484276727,3,-0.07750000000000012,0
1079,2024-02-27 17:50:45.415138380,Evernote,Productivity,69.26,1,8,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248580.5348427673,1,1.39,0
1080,2024-01-20 05:42:21.247082360,Notion,Productivity,212.87,1,6,True,232223.4150943396,12724.830188679245,2427.7295597484276,3.5,USER-00103,60,Other,5.04,0.55,0.69,Poor,High,4.09,3.41,Yes,Positive,Yes,1,248754.12484276728,3,0.885,1
1070,2024-03-29 11:33:21.067022341,Twitter,Social,94.19,0,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.6,USER-08234,26,Other,10.79,4.65,0.78,Fair,Medium,6.9,6.89,Yes,Negative,Yes,0,248599.77484276728,2,0.75,-1
1094,2024-03-01 04:06:19.326442148,Twitch,Entertainment,71.49,2,6,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-01408,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,Negative,No,0,248640.27484276728,2,0.04666666666666656,-1
1099,2024-01-10 09:01:37.232410803,Facebook,Social,64.89,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.1,USER-06980,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,Negative,No,0,248619.9748427673,1,2.8299999999999996,-1
1038,2024-03-23 06:59:39.593197733,Chrome,Utilities,115.36,2,2,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.9,USER-02952,29,Female,3.92,7.49,2.36,Excellent,High,7.25,7.0,No,Neutral,Yes,0,248592.25484276726,3,-0.06000000000000005,0
1039,2024-01-21 07:55:21.507169056,Gmail,Utilities,99.58,2,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.7,USER-09778,32,Female,3.43,5.88,4.84,Fair,Low,6.42,9.1,No,Neutral,Yes,0,248584.92484276727,1,0.27,0
1000,2024-03-22 12:03:36.072024008,Facebook,Social,88.87,0,4,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-06554,26,Female,9.35,0.33,2.64,Good,High,4.43,5.36,No,Positive,No,0,248518.45484276727,3,1.025,1
1073,2024-02-09 02:42:17.645881961,Google Maps,Utilities,71.93,3,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248574.20484276727,1,1.39,0
1079,2024-03-15 06:00:36.012004002,Evernote,Productivity,88.73,1,4,True,232223.4150943396,12724.830188679245,2427.7295597484276,1.5,USER-09213,45,Female,8.33,4.66,1.79,Fair,Low,4.6,2.02,No,Neutral,Yes,0,248616.6048427673,1,-0.03000000000000025,0
1094,2024-01-26 00:04:19.286428809,Spotify,Entertainment,73.26,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-05486,29,Other,6.22,1.81,3.1,Excellent,Low,4.59,1.38,No,Neutral,Yes,0,248594.5348427673,1,1.39,0
1096,2024-01-28 06:41:24.828276092,TikTok,Entertainment,85.98,4,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.4,USER-04755,62,Other,1.2,1.67,1.57,Excellent,High,7.29,9.64,Yes,Positive,No,0,248651.7248427673,3,1.405,1
1017,2024-01-02 08:02:33.651217072,Chrome,Utilities,110.96,1,3,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.8,USER-00156,63,Female,2.47,3.28,2.87,Good,High,4.08,0.84,Yes,Neutral,Yes,0,248586.27484276728,3,0.20000000000000007,0
1003,2024-01-20 22:27:19.746582194,YouTube,Entertainment,175.32,2,3,False,117299.0,6201.0,736.0,2.9,USER-07031,33,Other,9.42,4.28,4.67,Excellent,Low,7.49,4.28,Yes,Negative,No,1,125486.36,1,1.605,-1
1031,2024-02-22 09:40:30.810270090,Netflix,Entertainment,73.5,4,5,False,232223.4150943396,12724.830188679245,2427.7295597484276,1.2,USER-07937,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Negative,Yes,0,248579.71484276728,1,1.0550000000000002,-1
